,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,frame_id,video_id,exercise_label
289,[ 0.43249241  0.66484368 -0.2659013 ],[ 0.58271039  0.67089325 -0.26628584],[ 0.37896875  0.5238871  -0.22337285],[ 0.62582588  0.51008677 -0.23420295],[ 0.35628223  0.35124287 -0.2817767 ],[ 0.66540128  0.33938599 -0.29580104],[ 0.45790812  0.42363521 -0.00499778],[0.5431127  0.42472941 0.00484981],[0.46453851 0.41744462 0.27553359],[0.54198933 0.40129173 0.27589145],[0.45959207 0.45389232 0.55039078],[0.52958691 0.45741132 0.55935591],12,184,Bench press
290,[ 0.43244877  0.66732049 -0.21401925],[ 0.58233702  0.67420447 -0.20197894],[ 0.37861025  0.52624112 -0.17951056],[ 0.62681848  0.51673561 -0.18005309],[ 0.35737351  0.3563543  -0.22603866],[ 0.6649406   0.34609574 -0.24014814],[ 0.45928273  0.42516521 -0.00346387],[0.54339713 0.42847663 0.00339167],[0.46551049 0.41913587 0.21995364],[0.54237336 0.40569067 0.22511667],[0.45437708 0.46453732 0.4487392 ],[0.52930617 0.4656342  0.46081027],13,184,Bench press
291,[ 0.43241373  0.66778141 -0.21278267],[ 0.58175367  0.6751979  -0.20951359],[ 0.37861821  0.52545637 -0.17809303],[ 0.62741792  0.51941097 -0.18473504],[ 0.35953978  0.35891744 -0.23493871],[ 0.66397917  0.35058019 -0.24387908],[ 0.46015105  0.42525211 -0.00270827],[0.5439027  0.42796224 0.00262446],[0.46518677 0.41756663 0.23517989],[0.54271889 0.40383351 0.23862122],[0.45115995 0.460812   0.47306111],[0.53014243 0.46271005 0.48292431],14,184,Bench press
292,[ 0.43240967  0.66998076 -0.22380778],[ 0.58177793  0.67604351 -0.21881968],[ 0.37826717  0.52983576 -0.18754205],[ 0.62939256  0.51995194 -0.19196561],[ 0.35969308  0.36536434 -0.24500397],[ 0.66350955  0.35416353 -0.25318485],[ 0.46013075  0.42805916 -0.00264915],[0.54359221 0.42958423 0.00256172],[0.46429288 0.42801344 0.23989131],[0.54185182 0.41328719 0.24680243],[0.44679958 0.48333451 0.48795044],[0.5284757  0.46631688 0.50043339],15,184,Bench press
293,[ 0.43213803  0.6743086  -0.20365635],[ 0.58179641  0.67886823 -0.19282518],[ 0.37663871  0.53595001 -0.17780857],[ 0.63225186  0.52609748 -0.17139365],[ 0.35961643  0.37380391 -0.23471031],[ 0.66355401  0.36029965 -0.23230089],[ 0.4607335   0.43108082 -0.00177056],[0.54430133 0.43389401 0.00171234],[0.4650754  0.42685801 0.21488792],[0.54274333 0.41402736 0.22141607],[0.44768772 0.48061529 0.44310606],[0.52970076 0.46812022 0.455641  ],16,184,Bench press
294,[ 0.43203753  0.67657107 -0.21604262],[ 0.58179861  0.68224341 -0.19468965],[ 0.37371129  0.53879273 -0.18862429],[ 0.63371956  0.53245682 -0.18960609],[ 0.35939285  0.3780314  -0.23822953],[ 0.66295654  0.36691406 -0.25386199],[ 0.46118739  0.43418565 -0.00182388],[0.54445809 0.43658561 0.0017454 ],[0.46489161 0.44429365 0.21751164],[0.54257709 0.44078237 0.22589678],[0.43984404 0.50818801 0.45852578],[0.52851397 0.48483253 0.46925527],17,184,Bench press
295,[ 0.43190333  0.67834163 -0.19573288],[ 0.58165753  0.68542373 -0.1856439 ],[ 0.37121025  0.54031467 -0.16035721],[ 0.63378239  0.53957379 -0.15535764],[ 0.35891721  0.38193697 -0.21266301],[ 0.66047066  0.37539726 -0.20851688],[ 0.46144107  0.43467358 -0.00125423],[0.54452425 0.44029632 0.00116639],[0.46517876 0.443791   0.19950651],[0.54258156 0.43808743 0.20432588],[0.43713829 0.51809567 0.41899502],[0.5287351  0.5049212  0.43107748],18,184,Bench press
296,[ 0.43105119  0.6831345  -0.20299035],[ 0.58164436  0.68976581 -0.20022063],[ 0.37153199  0.5506233  -0.16729714],[ 0.63421625  0.54456699 -0.17121871],[ 0.36021751  0.39344934 -0.22231513],[ 0.65951282  0.38098469 -0.22824344],[0.46276635 0.43648228 0.00083325],[ 0.54714715  0.44336233 -0.00089379],[0.46788627 0.44569796 0.21869706],[0.54893202 0.44529748 0.21691822],[0.4401809  0.51751691 0.45245081],[0.53966659 0.50709814 0.46104759],19,184,Bench press
297,[ 0.43069807  0.68252558 -0.20315491],[ 0.58188146  0.68986249 -0.20192935],[ 0.3717345   0.5519709  -0.16337386],[ 0.63514996  0.5482111  -0.17189939],[ 0.36150342  0.39192736 -0.22078899],[ 0.65785396  0.38572025 -0.23028611],[0.46284673 0.44017696 0.00271512],[ 0.54736626  0.44649205 -0.00277349],[0.46825439 0.447483   0.22734889],[0.54959649 0.44595891 0.22052269],[0.44174591 0.51855594 0.46864107],[0.54018635 0.5121215  0.473481  ],20,184,Bench press
298,[ 0.43047783  0.68297887 -0.17944531],[ 0.58186615  0.69101363 -0.16915372],[ 0.37194583  0.55413628 -0.14039844],[ 0.63495517  0.55098492 -0.13954598],[ 0.36269802  0.39506337 -0.18228695],[ 0.65576077  0.38764653 -0.19553208],[0.46304604 0.44381395 0.00241452],[ 0.54731476  0.4498623  -0.00248472],[0.46863458 0.44657993 0.19412668],[0.54984117 0.44520256 0.19266012],[0.44187605 0.53081894 0.39805263],[0.53960198 0.51005167 0.41105649],21,184,Bench press
299,[ 0.43046245  0.68546814 -0.18910976],[ 0.5818578   0.69221139 -0.18168715],[ 0.37140444  0.55784631 -0.14971375],[ 0.63492733  0.55361414 -0.15013489],[ 0.36251307  0.40044904 -0.19697152],[ 0.65368259  0.39073208 -0.20473023],[0.46295956 0.44460323 0.00234668],[ 0.54620707  0.4498328  -0.00242151],[0.46853694 0.44644225 0.20164396],[0.54950368 0.44195256 0.20476829],[0.44119754 0.51989692 0.42612678],[0.54003906 0.50551575 0.43830353],22,184,Bench press
300,[ 0.43008864  0.68791401 -0.17873073],[ 0.58179742  0.69304556 -0.16999282],[ 0.37140056  0.56140977 -0.14321204],[ 0.63506085  0.55892724 -0.14416757],[ 0.36241245  0.40660852 -0.1932486 ],[ 0.65319318  0.39344639 -0.20299047],[0.46333039 0.44408631 0.00233993],[ 0.54620546  0.44919589 -0.0024218 ],[0.46833166 0.44547898 0.19535331],[0.55150157 0.4410345  0.19818224],[0.44159704 0.50898349 0.41607714],[0.54581648 0.49429458 0.42483672],23,184,Bench press
301,[ 0.43007329  0.68784648 -0.1935176 ],[ 0.58180678  0.69268084 -0.19870557],[ 0.37130311  0.5631752  -0.15338412],[ 0.63573235  0.5623197  -0.16012278],[ 0.36234331  0.41358268 -0.20458485],[ 0.65308744  0.39777917 -0.2058133 ],[0.46300343 0.44464135 0.00231545],[ 0.54505241  0.44938818 -0.0024193 ],[0.46116382 0.4444761  0.22642545],[0.55056834 0.43928528 0.22141093],[0.43973309 0.50900078 0.48270214],[0.54533136 0.49377719 0.47938314],24,184,Bench press
302,[ 0.43006593  0.68934715 -0.21843365],[ 0.58203292  0.6923458  -0.22138262],[ 0.37124994  0.56794488 -0.16095284],[ 0.6359517   0.56369185 -0.17475337],[ 0.36238924  0.41571268 -0.2050586 ],[ 0.65304011  0.40334469 -0.2160223 ],[0.46171385 0.44692913 0.00257602],[ 0.54441464  0.44924471 -0.00268977],[0.45495367 0.44591883 0.2412236 ],[0.55050743 0.43845525 0.23085572],[0.43419418 0.5203346  0.50340635],[0.54987729 0.49514589 0.49880484],25,184,Bench press
303,[ 0.43002793  0.69161713 -0.21740279],[ 0.58201724  0.69437277 -0.21783106],[ 0.37095755  0.57178301 -0.15751065],[ 0.63638681  0.566544   -0.17475782],[ 0.36297566  0.42085961 -0.20381403],[ 0.65098977  0.40658799 -0.22019814],[0.46131182 0.44896895 0.00282499],[ 0.54382938  0.45050806 -0.00291485],[0.45581445 0.44608739 0.2440477 ],[0.55258214 0.43821397 0.23141912],[0.4319717  0.52414304 0.49857634],[0.54969919 0.49430355 0.49453539],26,184,Bench press
304,[ 0.43014002  0.69255525 -0.2661261 ],[ 0.58196437  0.69624376 -0.27886447],[ 0.37085673  0.57503039 -0.20343164],[ 0.63688153  0.56898248 -0.22329353],[ 0.36294433  0.42473108 -0.26553544],[ 0.64996988  0.41116211 -0.26979738],[0.46213922 0.45094728 0.00360298],[ 0.54395199  0.45206457 -0.00371804],[0.45639789 0.44818449 0.30321169],[0.56013852 0.43778339 0.28040805],[0.43350261 0.52113253 0.61553288],[0.55578882 0.47241434 0.60143507],27,184,Bench press
305,[ 0.43016309  0.69295007 -0.29132748],[ 0.58195704  0.69636279 -0.30154753],[ 0.37062776  0.57813102 -0.21018702],[ 0.63694757  0.57062513 -0.2292541 ],[ 0.36298764  0.42892781 -0.26034144],[ 0.64832824  0.41445789 -0.27131605],[0.46221608 0.45106336 0.0038059 ],[ 0.54410255  0.4526144  -0.00394239],[0.45641571 0.45195022 0.32469842],[0.56218922 0.43704551 0.30176252],[0.43251285 0.51826137 0.65517628],[0.55459648 0.47469953 0.64128387],28,184,Bench press
306,[ 0.43008646  0.69319439 -0.2701374 ],[ 0.58261889  0.69624984 -0.28384641],[ 0.36721876  0.57913375 -0.20108034],[ 0.63697803  0.57068032 -0.22090146],[ 0.36371669  0.4356325  -0.25613862],[ 0.64758092  0.42123482 -0.26249427],[0.46380156 0.453053   0.00442339],[ 0.54392374  0.45396864 -0.00458358],[0.45743072 0.4645364  0.30857509],[0.56064916 0.44161692 0.28764805],[0.43829155 0.51567715 0.61614364],[0.55284297 0.47277662 0.60286194],29,184,Bench press
307,[ 0.43009409  0.69390595 -0.26396409],[ 0.58264172  0.69748527 -0.28073895],[ 0.36700121  0.5795998  -0.19704138],[ 0.63762254  0.57444215 -0.23005636],[ 0.36397198  0.44204271 -0.25566009],[ 0.64783204  0.43132973 -0.2845946 ],[0.46582165 0.45249912 0.00530789],[ 0.54330444  0.45374578 -0.00550691],[0.46150416 0.47195327 0.31044999],[0.55674106 0.4535217  0.28730002],[0.44990051 0.5165211  0.6196444 ],[0.54413116 0.48057732 0.60643446],30,184,Bench press
308,[ 0.43004888  0.69418496 -0.28267139],[ 0.58269459  0.69746983 -0.30365843],[ 0.36637172  0.58235663 -0.19616729],[ 0.63789982  0.57697499 -0.23199768],[ 0.36393076  0.45050779 -0.24274248],[ 0.64714187  0.4366844  -0.27479202],[0.46566433 0.45381245 0.00565771],[ 0.54222769  0.45366085 -0.00583966],[0.46407977 0.48350993 0.31900266],[0.55641097 0.46188408 0.28908104],[0.45460358 0.53274596 0.63562453],[0.5429197  0.50683838 0.61984998],31,184,Bench press
309,[ 0.42949909  0.69482541 -0.29622686],[ 0.58272654  0.69759524 -0.31638065],[ 0.36529857  0.58327276 -0.20128267],[ 0.63786501  0.58130187 -0.23003815],[ 0.36390284  0.45400003 -0.24755272],[ 0.64456844  0.44139019 -0.21571013],[0.46554223 0.45355746 0.00458898],[ 0.54262727  0.45304981 -0.00473966],[0.45917505 0.4635427  0.32380101],[0.5631479  0.44360799 0.3031809 ],[0.45269051 0.52195901 0.65158534],[0.5615561  0.48943517 0.6378715 ],32,184,Bench press
310,[ 0.42955118  0.69497168 -0.29927999],[ 0.58270484  0.6975615  -0.31617975],[ 0.36428183  0.58619881 -0.21249767],[ 0.63858658  0.58327699 -0.22864199],[ 0.36388969  0.45758286 -0.2685959 ],[ 0.64464724  0.44378248 -0.23895   ],[0.46551305 0.45349365 0.00457065],[ 0.5426513   0.45300955 -0.00471935],[0.45522016 0.4613072  0.32649559],[0.56302136 0.4211148  0.29679853],[0.45155427 0.50416064 0.65480697],[0.55514967 0.47297657 0.63774282],33,184,Bench press
311,[ 0.42999035  0.69635087 -0.31062636],[ 0.58270508  0.69816172 -0.33194104],[ 0.36366278  0.59132814 -0.21225922],[ 0.63861257  0.58672285 -0.2238013 ],[ 0.36423647  0.46200874 -0.26225501],[ 0.64462787  0.44917366 -0.21830215],[0.46546063 0.45489559 0.0045305 ],[ 0.54271507  0.45295838 -0.00466959],[0.44218117 0.41337711 0.32395077],[0.56176347 0.40647626 0.3096568 ],[0.4507685  0.48670828 0.66628516],[0.55411702 0.45483473 0.64445841],34,184,Bench press
312,[ 0.42997593  0.69787216 -0.30759794],[ 0.58237439  0.69973612 -0.32772356],[ 0.36358616  0.5963608  -0.21126927],[ 0.64059561  0.59218025 -0.22744025],[ 0.36446241  0.47210568 -0.26036558],[ 0.64461583  0.45741677 -0.22369689],[0.46541566 0.45477441 0.00345765],[ 0.54337323  0.45291048 -0.00361307],[0.43793276 0.40635753 0.30061743],[0.56170452 0.41259533 0.30197695],[0.45455471 0.49073344 0.63269317],[0.56064826 0.49191397 0.63467234],35,184,Bench press
313,[ 0.42992169  0.70100021 -0.29921314],[ 0.58204168  0.70168412 -0.32119223],[ 0.3634192   0.60604382 -0.21092585],[ 0.64073592  0.59890312 -0.22608382],[ 0.36584002  0.48413464 -0.23229216],[ 0.64481276  0.4628576  -0.21395789],[0.46465647 0.45455709 0.00316529],[ 0.54339588  0.45250076 -0.00333681],[0.42797309 0.3790921  0.2526556 ],[0.56172311 0.39624581 0.27095947],[0.45779487 0.4740018  0.53468895],[0.55981791 0.48830584 0.53283632],36,184,Bench press
314,[ 0.42988336  0.70297128 -0.29991806],[ 0.58203226  0.70473927 -0.32080656],[ 0.36346713  0.61418766 -0.20827571],[ 0.64072323  0.60510343 -0.22370648],[ 0.36623013  0.48822078 -0.2240835 ],[ 0.64491826  0.47307515 -0.20374471],[4.64656293e-01 4.54379439e-01 2.37857981e-04],[ 5.45419395e-01  4.52498436e-01 -4.50534950e-04],[0.43251914 0.38267884 0.23195429],[0.566526   0.41201687 0.24877423],[0.47035596 0.48017663 0.52000535],[0.54490697 0.48816761 0.51047653],37,184,Bench press
315,[ 0.42983764  0.70635462 -0.29904965],[ 0.58186251  0.70790523 -0.31530395],[ 0.3614206   0.61852789 -0.19172765],[ 0.64102489  0.61014152 -0.21116143],[ 0.36625725  0.4960646  -0.21746042],[ 0.6449607   0.47974294 -0.20280187],[4.64286238e-01 4.54263002e-01 2.95794685e-04],[ 5.45635521e-01  4.52591956e-01 -5.11496386e-04],[0.43461981 0.39257288 0.25382465],[0.56244296 0.41390935 0.28490889],[0.47166929 0.48795015 0.54518354],[0.5397523  0.49021685 0.52525765],38,184,Bench press
316,[ 0.42907682  0.70813662 -0.2829068 ],[ 0.58025444  0.70937622 -0.30769762],[ 0.36161774  0.62087989 -0.18036732],[ 0.64082348  0.6153875  -0.2105938 ],[ 0.36815694  0.49896765 -0.20030946],[ 0.64492381  0.48269692 -0.20891681],[0.46366987 0.45028481 0.00105248],[ 0.54538453  0.44797078 -0.00127441],[0.43007049 0.37113458 0.2257369 ],[0.56006533 0.38071746 0.22858396],[0.46769536 0.46520141 0.49859411],[0.53327566 0.45884314 0.48691887],39,184,Bench press
317,[ 0.42889649  0.70850939 -0.28433704],[ 0.57992756  0.70912087 -0.30960354],[ 0.36173338  0.62418884 -0.17760161],[ 0.63993329  0.61634266 -0.19793959],[ 0.36955863  0.50216943 -0.17954054],[ 0.64319032  0.48344156 -0.17033003],[0.46072382 0.44582266 0.00109138],[ 0.54314405  0.43989953 -0.00130725],[0.4290081  0.36772716 0.20041031],[0.54963863 0.35588765 0.19371845],[0.47443083 0.43500134 0.48851359],[0.51788652 0.42990589 0.47984165],40,184,Bench press
318,[ 0.42884004  0.70849264 -0.27804789],[ 0.57993877  0.71017998 -0.30636179],[ 0.36211523  0.6244067  -0.16894142],[ 0.63867188  0.61731231 -0.19701491],[ 0.37298247  0.5015595  -0.16716911],[ 0.63885725  0.48614281 -0.16379637],[0.46078557 0.44364738 0.00253221],[ 0.54447186  0.4394497  -0.0027402 ],[0.43129125 0.37430182 0.22859462],[0.549743   0.36836222 0.22438179],[0.47182074 0.44990107 0.50124407],[0.52506465 0.43825486 0.48898691],41,184,Bench press
319,[ 0.42866361  0.7086547  -0.27040598],[ 0.57904828  0.7111674  -0.30612004],[ 0.36282581  0.62551355 -0.14473198],[ 0.63681376  0.61912394 -0.19901051],[ 0.37470087  0.50494075 -0.12656721],[ 0.63818336  0.48900038 -0.16822286],[0.46016309 0.44174588 0.00494405],[ 0.54331821  0.43603414 -0.0051935 ],[0.43112442 0.36853918 0.21828343],[0.54792988 0.35558796 0.19926658],[0.46998391 0.43996173 0.49373832],[0.52162218 0.42415148 0.47937354],42,184,Bench press
320,[ 0.42796546  0.70856255 -0.2602357 ],[ 0.5783633   0.71134174 -0.29024032],[ 0.36299962  0.62540215 -0.12844773],[ 0.6361782   0.61982584 -0.18793808],[ 0.37489042  0.50772136 -0.10394718],[ 0.63678414  0.48858908 -0.15357518],[0.46022663 0.44184032 0.00487606],[ 0.54130489  0.43688869 -0.00512023],[0.43504944 0.36991048 0.25153595],[0.54809272 0.36623466 0.22887154],[0.46906266 0.4466207  0.51090282],[0.52499521 0.4304702  0.49328205],43,184,Bench press
321,[ 0.42762968  0.70917428 -0.25713232],[ 0.57768327  0.71160793 -0.28662762],[ 0.36302486  0.62724429 -0.13277075],[ 0.63617784  0.62094188 -0.17663027],[ 0.37460926  0.5095914  -0.11815981],[ 0.63682628  0.49454695 -0.14201093],[0.46049517 0.44211221 0.00499654],[ 0.54133213  0.43746302 -0.0052598 ],[0.43527955 0.37284422 0.25164035],[0.55116159 0.37191501 0.23908217],[0.46836859 0.45040604 0.51301873],[0.53442168 0.43567875 0.50249904],44,184,Bench press
322,[ 0.42673224  0.70948792 -0.28418812],[ 0.57748944  0.71162462 -0.31374601],[ 0.36306852  0.63028574 -0.14457488],[ 0.63614535  0.6223166  -0.18284652],[ 0.37428048  0.51062256 -0.13577323],[ 0.63639367  0.50006157 -0.14894161],[0.46053639 0.44238052 0.00474288],[ 0.54138535  0.4396331  -0.00499676],[0.43253407 0.37052253 0.26308277],[0.55222499 0.3749156  0.26767024],[0.47201684 0.45225376 0.55580652],[0.54109901 0.43654555 0.54713207],45,184,Bench press
323,[ 0.42621505  0.70948952 -0.28630653],[ 0.57752365  0.71157038 -0.31374168],[ 0.36327544  0.63254327 -0.14867216],[ 0.6361655   0.62360466 -0.18090659],[ 0.37411842  0.51152092 -0.13931985],[ 0.63612485  0.50233024 -0.12508807],[0.46012881 0.44244432 0.0048584 ],[ 0.54119563  0.44059244 -0.00510753],[0.43172267 0.37077782 0.27697703],[0.55841798 0.36762679 0.26794586],[0.47119838 0.45197412 0.56535679],[0.54814148 0.43420976 0.55053902],46,184,Bench press
324,[ 0.42470828  0.70941246 -0.24136537],[ 0.57740957  0.71138    -0.25363654],[ 0.36391953  0.63381511 -0.11543082],[ 0.6347478   0.62487048 -0.13661949],[ 0.37392405  0.51274478 -0.08864019],[ 0.63513058  0.50578922 -0.08719284],[0.46011856 0.44355878 0.00471995],[ 0.53817683  0.44198573 -0.00496527],[0.43217844 0.37356764 0.26066753],[0.54832935 0.38024423 0.2538217 ],[0.47047859 0.44772038 0.50521231],[0.53675783 0.43123159 0.5058009 ],47,184,Bench press
325,[ 0.4240106   0.70934647 -0.2502712 ],[ 0.57742828  0.71130383 -0.2699323 ],[ 0.36472198  0.63390166 -0.12433267],[ 0.63479477  0.62538207 -0.15776095],[ 0.37378222  0.51297486 -0.10349087],[ 0.63536781  0.50699401 -0.1157318 ],[0.45992073 0.44469997 0.00499773],[ 0.5366962   0.44300386 -0.00522852],[0.43265969 0.37392449 0.27666202],[0.54866475 0.38860551 0.26544553],[0.45621708 0.44188389 0.54212302],[0.53916019 0.4261581  0.53362536],48,184,Bench press
326,[ 0.42338493  0.70942336 -0.23785703],[ 0.57722318  0.71129107 -0.25424895],[ 0.36698607  0.63584214 -0.10522661],[ 0.63385838  0.62757766 -0.14285669],[ 0.3738074   0.51736408 -0.07318545],[ 0.63538867  0.51188171 -0.08967301],[0.46016437 0.44477651 0.00465429],[ 0.53590167  0.44303176 -0.00487779],[0.43883571 0.38635239 0.27261406],[0.544949   0.39400566 0.26305845],[0.45660755 0.43799004 0.53952593],[0.53760928 0.42269829 0.53362119],49,184,Bench press
327,[ 0.42323878  0.70935184 -0.27750412],[ 0.57721728  0.71125501 -0.31545973],[ 0.37155464  0.63858688 -0.11093078],[ 0.63326913  0.62987065 -0.16226281],[ 0.37443686  0.52809483 -0.06160875],[ 0.63520676  0.51447815 -0.10054918],[0.46029937 0.4448505  0.00394937],[ 0.53469831  0.44303879 -0.00415547],[0.44777271 0.39135265 0.31419441],[0.54596305 0.39429921 0.29677007],[0.46109638 0.43320891 0.61858338],[0.53905404 0.41920739 0.63496423],50,184,Bench press
328,[ 0.42307609  0.7093271  -0.26346257],[ 0.57684052  0.71132851 -0.29036728],[ 0.37251046  0.64177215 -0.09768161],[ 0.63247281  0.63249248 -0.14208393],[ 0.37506744  0.52788287 -0.03411974],[ 0.63482773  0.51916265 -0.05575438],[0.46100575 0.44458261 0.0030165 ],[ 0.53418756  0.44293821 -0.00325051],[0.44973347 0.39422205 0.29852423],[0.54532981 0.40467179 0.28492555],[0.46910253 0.43647629 0.58358532],[0.53904814 0.42105353 0.59008259],51,184,Bench press
329,[ 0.42311192  0.70931333 -0.26766035],[ 0.57671684  0.71128988 -0.29146168],[ 0.37223577  0.64471054 -0.09546194],[ 0.63203174  0.63271582 -0.14126584],[ 0.37768528  0.52638584 -0.02351991],[ 0.63422281  0.52132577 -0.04891448],[0.46101362 0.44461283 0.00134906],[ 0.53354967  0.44297543 -0.00159298],[0.45162794 0.40735412 0.30402839],[0.54369807 0.40763673 0.29296482],[0.46789172 0.43692926 0.59892672],[0.54717147 0.43109816 0.60675722],52,184,Bench press
330,[ 0.4231396   0.70900279 -0.27828413],[ 0.576684    0.7106964  -0.30340818],[ 0.37192899  0.64759576 -0.09452102],[ 0.63143742  0.63330221 -0.14728564],[ 0.37784511  0.52709389 -0.01881585],[ 0.63398916  0.52072245 -0.0602638 ],[4.61901248e-01 4.44254786e-01 4.36630828e-04],[ 0.53381753  0.44041288 -0.00067494],[0.45399341 0.41093656 0.31377262],[0.54210722 0.40676531 0.29961589],[0.46612927 0.44264939 0.62229371],[0.53854966 0.43031445 0.62855512],53,184,Bench press
331,[ 0.42289752  0.70880818 -0.31750843],[ 0.57858598  0.70919883 -0.34340614],[ 0.3775489   0.64721584 -0.1187267 ],[ 0.63113409  0.63519549 -0.16336402],[ 0.37821096  0.53284907 -0.0314235 ],[ 0.63394046  0.52078491 -0.0552519 ],[0.46035802 0.44427881 0.00067418],[ 0.53401601  0.43953708 -0.0008905 ],[0.44985044 0.40440628 0.32601357],[0.54233164 0.40369084 0.29875836],[0.46468621 0.43931791 0.63393027],[0.54647225 0.43046626 0.62658525],54,184,Bench press
332,[ 0.42218924  0.70877975 -0.21494301],[ 0.57920206  0.70786667 -0.19104889],[ 0.37755379  0.64917761 -0.10391887],[ 0.62903422  0.63936567 -0.08890399],[ 0.37818205  0.53385586 -0.04774018],[ 0.63283926  0.52161896 -0.05514299],[0.46103361 0.44474509 0.00070137],[ 0.53412664  0.43964791 -0.00092277],[0.46721679 0.42939618 0.22613242],[0.54143363 0.40764698 0.21937554],[0.46654445 0.46725324 0.44748396],[0.54579598 0.44307297 0.45870605],55,184,Bench press
333,[ 0.42131475  0.70876372 -0.21114115],[ 0.58014333  0.70750695 -0.203152  ],[ 0.38164672  0.6484555  -0.08976024],[ 0.62540072  0.639274   -0.08810288],[ 0.37901205  0.53566611 -0.04043408],[ 0.63182789  0.52247566 -0.03752582],[0.46317527 0.45004621 0.0006698 ],[ 0.53394246  0.43977764 -0.00091425],[0.47820395 0.4358598  0.24448392],[0.53813404 0.41785055 0.23778328],[0.47046253 0.47358522 0.48415825],[0.54475552 0.44988042 0.49744537],56,184,Bench press
334,[ 0.42180347  0.70874053 -0.2313318 ],[ 0.58057493  0.70803386 -0.23560356],[ 0.38458529  0.64790899 -0.0751086 ],[ 0.62460762  0.6429463  -0.0961973 ],[0.38372394 0.543042   0.01662947],[ 0.63194835  0.52660894 -0.01131792],[ 0.46313217  0.4476341  -0.00101202],[0.53401375 0.43901226 0.00075187],[0.47218993 0.42902514 0.24571429],[0.54008877 0.42006993 0.25034815],[0.470909   0.47025982 0.50855601],[0.54614902 0.44861454 0.53225809],57,184,Bench press
335,[ 0.52179694  0.70401049 -0.21964349],[ 0.4831095   0.71563256 -0.22947884],[ 0.5053286   0.60002273 -0.08055304],[ 0.47346175  0.63334167 -0.063431  ],[0.485219   0.54174423 0.02787685],[0.5139426  0.55678606 0.09020986],[ 0.50840336  0.43964359 -0.00090777],[0.49422014 0.43448111 0.00065733],[0.52447402 0.44426486 0.28693789],[0.48934302 0.41976959 0.26754496],[0.53120953 0.44846389 0.55033869],[0.47773328 0.43011758 0.5528214 ],58,184,Bench press
336,[ 0.47735468  0.70424211 -0.22648846],[ 0.55021763  0.7136246  -0.24552472],[ 0.44129971  0.60515302 -0.08388709],[ 0.55063534  0.63048828 -0.08720256],[0.43373528 0.52766359 0.00532628],[0.57218558 0.54753047 0.05100815],[ 0.49429703  0.43902358 -0.0059716 ],[0.507824   0.43431064 0.00560599],[0.5049454  0.43897253 0.30405924],[0.508048   0.41871759 0.31540844],[0.51219678 0.44696835 0.58957899],[0.50136942 0.43091425 0.63803589],59,184,Bench press
337,[ 0.46894178  0.70550722 -0.22697109],[ 0.56810832  0.71273661 -0.24954575],[ 0.43233788  0.60370231 -0.08745386],[ 0.56054729  0.62949651 -0.09417106],[ 4.23778713e-01  5.23659825e-01 -2.69721553e-04],[0.58402276 0.54343033 0.04228862],[ 0.48900715  0.43827224 -0.00782728],[0.51138681 0.43384194 0.00747046],[0.50407732 0.43901005 0.31329975],[0.51441658 0.42051926 0.32975632],[0.51676345 0.44762731 0.60781157],[0.51059276 0.43146724 0.65125287],60,184,Bench press
338,[ 0.44827792  0.71962965 -0.21689092],[ 0.57425267  0.71263635 -0.22884551],[ 0.38459459  0.62768763 -0.08324181],[ 0.6160382   0.62971067 -0.09940929],[ 0.38740197  0.52371436 -0.01197892],[ 0.62245917  0.53162622 -0.01090686],[ 0.47564754  0.43664861 -0.00706542],[0.52369982 0.43353957 0.00672863],[0.48589334 0.43678412 0.28738073],[0.53389847 0.41753328 0.28825915],[0.49642611 0.45306015 0.54892224],[0.53425276 0.44154921 0.57594782],61,184,Bench press
339,[ 0.43009195  0.71615773 -0.20902857],[ 0.57672566  0.71252257 -0.21376874],[ 0.37157246  0.63650334 -0.08891452],[ 0.62911743  0.62829173 -0.09830739],[ 0.38106436  0.52160186 -0.06608745],[ 0.63193774  0.52073151 -0.04906384],[ 0.46343917  0.43508205 -0.00413949],[0.53411281 0.43303013 0.00384532],[0.44631273 0.38016081 0.22947882],[0.54843688 0.37548387 0.22329554],[0.46920007 0.43850306 0.45361793],[0.54074311 0.42722836 0.46223825],62,184,Bench press
340,[ 0.42695519  0.71243978 -0.27600047],[ 0.57700104  0.71206778 -0.28778923],[ 0.36759576  0.6365425  -0.15085265],[ 0.63107008  0.62415397 -0.15068579],[ 0.37731236  0.51703697 -0.13319515],[ 0.63028985  0.50422508 -0.10017522],[ 0.46111757  0.43518201 -0.00288715],[0.54196507 0.43487927 0.0026587 ],[0.43286493 0.37893933 0.18082391],[0.56226021 0.36452171 0.17666958],[0.47151759 0.42908362 0.46162689],[0.53970367 0.42275608 0.4663178 ],63,184,Bench press
